name,category,rate,price,time,price_numeric,price_text
Montmartre 3-Hour Local Gastronomy Tour with Tastings,Guided tour,4.0,"164,005 per person",3 hours,164005,per person
Paris: Private Transfer from or to Beauvais Airport,Transfer,4.6,"258,721 per group up to 3",70 minutes,258721,per group up to 3
Paris: 1.5-Hour Segway Tour with River Cruise Ticket,Bundle,4.7,"127,893 per person",1.5 hours,127893,per person
Paris: Le Marais Walking Tour,Guided tour,5.0,"54,167 per person",1.5 hours,54167,per person
Paris: Premium Private Transfer from/to Orly,Transfer,4.8,"120,340 per group up to 3",30 minutes,120340,per group up to 3
Paris: Private Food Tour in Montmartre,Private tour,5.0,"240,741 per person",3 hours,240741,per person
Paris: Private Food Tour in Le Marais,Private tour,0.0,"278,356 per person",3 hours,278356,per person
Paris: 2.5–Hour Montmartre Wine and Bistro Tour,Guided tour,4.6,"180,555 per person",2.5 hours,180555,per person
Paris: Art Nouveau Private Walking Tour,Private tour,4.6,"225,694 per person",2 hours,225694,per person
From Disneyland Paris: Paris Day Trip and Sightseeing Cruise,Day trip,4.2,"112,847 per person",9 hours,112847,per person
"Eiffel Tower Summit, Walking Tour & Seine Champagne Cruise",Bundle,4.2,"114,352 per person",135 minutes,114352,per person
Paris: 1.5-Hour Guided Walking Tour of Montparnasse,Guided tour,4.3,"54,167 per person",1.5 hours,54167,per person
Orangerie Museum Guided Tour with Monet's Water Lilies,Guided tour,5.0,"189,794 per person",2 hours,189794,per person
Musee d'Orsay: Semi-Private Skip-the-Line Tour,Guided tour,4.7,"165,359 per person",2 hours,165359,per person
Paris: Amphibious Mini Bus and Canal St-Martin Tunnel Cruise,Water activity,4.6,"133,912 per person",2 hours,133912,per person
Paris: Champs-Élysées Guided Tour and Arc de Triomphe Ticket,Guided tour,5.0,"61,690 per person",3 hours,61690,per person
Paris: Romantic Evening Cruise & Montmartre Self-Guided Tour,Bundle,3.9,"39,256 per person",2 hours,39256,per person
Discount Couture: The Ultimate Paris Shopping Tour,Guided tour,4.8,"206,134 per person",3 hours,206134,per person
Paris: Private Museum and Highlights Tour for Families,Private tour,5.0,"144,444 per person",3 hours,144444,per person
Paris: 1-Day Tour from London with Coach Tour & Cruise,Day trip,4.2,"478,382 per person",15 - 15.5 hours,478382,per person
Paris 2-Hour Perfume Walking Tour,Guided tour,4.3,"109,838 per person",2 hours,109838,per person
From Paris: Versailles Guided Tour w/Garden Show & Transfers,Entry ticket,5.0,"179,051 per person",4.5 hours,179051,per person
Paris: Murder Mysteries Group Walking Tour,Guided tour,4.6,"31,597 per person",2 hours,31597,per person
Private Champagne Tour From Paris,Private tour,5.0,"1,655,092 per group up to 2",10 hours,1655092,per group up to 2
From Paris: Versailles and Giverny Full-Day Trip,Day trip,4.5,"346,065 per person",9 hours,346065,per person
Paris: Classic Sites Tour by Vintage Citroen 2CV,Other experience,4.8,"159,491 per person",2 hours,159491,per person
Paris: Book a Local Friend,Private tour,4.8,"173,327 per person",2 - 8 hours,173327,per person
Paris: Guided City Highlights Bike Tour,Guided tour,4.8,"60,185 per person",3.5 hours,60185,per person
Versailles: Skip the Line Versailles Palace and Gardens Tour,Guided tour,0.0,"66,159 per person",2 hours,66159,per person
From London: Unescorted Day Trip to Paris,Day trip,5.0,"431,584 per person",14.5 hours,431584,per person
"Paris at Sunset: Aperitif, Food & Wine Tour",Guided tour,0.0,"133,912 per person",3 hours,133912,per person
Paris: Monuments Tour in a Motorcycle Sidecar,Private tour,5.0,"267,824 per person",2 hours,267824,per person
Paris: Versailles Sunset Bike Tour with Fireworks Show,Day trip,3.8,"194,097 per person",8.5 hours,194097,per person
Paris: 1-Hour Tour in a Vintage Car,Private tour,5.0,"112,847 per person",1 hour,112847,per person
Paris: Outdoor Harry Potter Escape Game,Other experience,3.0,"103,819 per group up to 6",3 hours,103819,per group up to 6
Paris: Private Seine River Sightseeing Cruise,Water activity,0.0,"737,268 per group up to 8",2 hours,737268,per group up to 8
Half Day Versailles Palace & Gardens Tour From Versailles,Guided tour,4.8,"135,266 per person",3 hours,135266,per person
Paris: Private Perfume Workshop 2 Hours,Private tour,5.0,"299,421 per person",2 hours,299421,per person
Paris: Latin Quarter Walking Tour with Local Guide,Guided tour,5.0,"54,167 per person",1.5 hours,54167,per person
Paris: Latin Quarter 2.5-Hour Private or Group Walking Tour,Guided tour,4.6,"151,516 per person",2.5 hours,151516,per person
Paris: Best Churches in the City Private Walking Tour,Private tour,5.0,"279,410 per person",2.5 - 3.5 hours,279410,per person
Montmartre: Private Treasure Hunt for Families and Kids,Private tour,4.0,"616,898 per group up to 4",2 hours,616898,per group up to 4
Paris: 4-Hour Culinary Tour by Bicycle,Guided tour,4.8,"118,866 per person",4 hours,118866,per person
Paris Pass Platinum,City card,0.0,"284,375 per person",2 days,284375,per person
Paris: Louis Vuitton Fashion Breakfast and Louvre Entry,Guided tour,0.0,"148,958 per person",3 hours,148958,per person
Shuttle Service Between Disneyland Paris and CDG/ORY,Transfer,4.1,"36,111 per person",1 day,36111,per person
From Paris: Dinner Cruise on The Magical River Seine,Other experience,3.8,"203,125 per person",5 hours,203125,per person
Paris Pass Silver,City card,3.0,"164,005 per person",1 day,164005,per person
Paris: Christmas Gourmet Tour of St-Germain-des-Prés,Guided tour,4.0,"224,190 per person",3 hours,224190,per person
Paris: Notre Dame Exterior Tour with Crypt Entry,Guided tour,0.0,"52,662 per person",1.5 hours,52662,per person
Paris: Two Reims Champagne Vineyards with Tastings and Lunch,Private tour,4.3,"907,291 per person",10 hours,907291,per person
The Latin Quarter: Private Tuktuk Tour in Paris,Private tour,4.7,"173,032 per group up to 2",1 - 2 hours,173032,per group up to 2
Rodin Museum Guided Tour,Guided tour,4.8,"189,794 per person",2 hours,189794,per person
Paris: Cinematic and Fun Photoshoot with a Professional,Private tour,0.0,"210,648 per group up to 2",1 hour,210648,per group up to 2
Discover Paris' Marché d’Aligre: 2-Hour Market Tour,Guided tour,4.0,"112,847 per person",2 hours,112847,per person
Paris: Best Ever Food Tour,Guided tour,4.7,"206,134 per person",3 hours,206134,per person
Paris: Guided Champagne & Food Tour in St-Germain-des-Pres,Guided tour,5.0,"209,143 per person",3 hours,209143,per person
Paris: Wedding Vows Renewal Personal Photo Shoot,Private tour,4.6,"526,620 per group up to 8",2 hours,526620,per group up to 8
Paris: Private Family Tour and Seine River Cruise,Bundle,4.8,"150,463 per person",2 hours,150463,per person
Paris: Private Family Tour and Seine River Cruise,Bundle,4.8,"150,463 per person",2 hours,150463,per person
Teen Shopping Tour in the City of Paris,Guided tour,0.0,"206,134 per person",3 hours,206134,per person
Paris Latin Quarter 2-Hour Private Walking Tour,Private tour,4.7,"225,694 per person",2 hours,225694,per person
Paris: Marmottan Monet Museum Skip-the-Line Guided Visit,Guided tour,0.0,"142,940 per person",1.5 hours,142940,per person
"Paris: Private Tour with Personal Guide, Driver, and Vehicle",Private tour,0.0,"701,157 per person",4 hours,701157,per person
Paris : Half-Day Customisable Private Tour by Car,Guided tour,0.0,"631,944 per group up to 4",4 hours,631944,per group up to 4
Paris: 1.5-Hour Vintage Car Night Tour,Guided tour,5.0,"148,958 per person",1.5 hours,148958,per person
Paris: Flyover Paris in VR & Self-Guided City Audio Tour,Other experience,4.5,"39,933 per person",1 day,39933,per person
Paris: 2-Hour Market Tour with Tastings,Guided tour,3.4,"105,324 per person",2 hours,105324,per person
Paris: 2-Hour Wine Making Workshop,Workshop or class,4.7,"127,893 per person",2 hours,127893,per person
Paris: Belleville 3 Hour Walking Food Tour with a Local,Guided tour,4.8,"118,866 per person",3 hours,118866,per person
From Paris: Luxury Shopping Experience at La Vallée Village,Transfer,2.7,"148,958 per person",7 hours,148958,per person
Musée d’Orsay: Guided Impressionist Tour & Gourmet Lunch,Guided tour,4.6,"204,479 per person",3 hours,204479,per person
Paris: Top Loire Castles with Lunch and Wine,Day trip,3.0,"601,852 per person",12 hours,601852,per person
Versailles: Palace Entry with Guided Tour of Gardens,Guided tour,0.0,"82,755 per person",3 hours,82755,per person
Versailles Full-Day Bike Tour + Skip-the-Line Chateau Access,Day trip,5.0,"248,264 per person",8.5 hours,248264,per person
Paris: 1.5-Hour Private Segway Tour,Private tour,4.9,"112,847 per person",1.5 hours,112847,per person
Paris 2-Hour Private Walking Tour with a Photographer,Private tour,4.5,"376,157 per group up to 8",2 hours,376157,per group up to 8
Paris: Street Art Segway Tour of the 13th District,Guided tour,5.0,"88,773 per person",2.5 hours,88773,per person
Disneyland Paris: One-Way Private Transfer to and from Paris,Transfer,4.7,"159,461 per group up to 3",50 minutes,159461,per group up to 3
Marais District of Paris Guided Walking Tour,Guided tour,4.9,"151,516 per person",2.5 hours,151516,per person
Lifestyle Tour of Saint-Germain-des-Prés,Guided tour,5.0,"132,407 per person",2.5 hours,132407,per person
Paris: Self-Guided Shopping Tour of Le Marais for Teens,Other experience,3.0,"9,780 per group up to 6",4 hours,9780,per group up to 6
Paris: Secret Gardens Walking Tour,Guided tour,4.2,"109,838 per person",2 hours,109838,per person
Paris: Private or Shared City Highlights Tour,Guided tour,4.5,"315,972 per person",4 hours,315972,per person
"From Paris: Private Trip to Giverny, Monet's House & Museum",Private tour,5.0,"1,023,148 per group up to 8",5 hours,1023148,per group up to 8
Versailles: Electric Scooter Rental,Other experience,5.0,"112,847 per person",2 hours,112847,per person
"Notre-Dame, Île de la Cité & St. Severin Private Family Tour",Private tour,4.6,"376,157 per group up to 1",2 hours,376157,per group up to 1
The Perfect Christmas Dinner: 3.5-Hour Cooking Class,Workshop or class,5.0,"240,741 per person",3.5 hours,240741,per person
Paris: Escape Tour - Self-Guided Citygame,Other experience,4.0,"45,064 per group up to 4",2 hours,45064,per group up to 4
From Paris: Versailles Guided Tour with Skip-the-Line Ticket,Guided tour,4.0,"216,667 per person",4 hours,216667,per person
Paris: Explore with a Treasure Hunt on Non-Electric Scooters,Private tour,0.0,"60,185 per person",2.5 hours,60185,per person
Paris: Private La Défense Walking Tour,Private tour,5.0,"224,942 per person",2 hours,224942,per person
Paris Picasso Museum 2-Hour Private Small-Group Tour,Private tour,4.8,"451,389 per person",2 hours,451389,per person
The Champs-Elysées: A Self-Guided Audio Tour,Other experience,0.0,"12,478 per person",1.5 hours,12478,per person
Paris: Self-Guided Mobile Audio Tour of Coco Chanel's Paris,Other experience,0.0,"9,702 per person",30 minutes,9702,per person
Haussmannian Paris 2-Hour Private Walking Tour,Private tour,4.5,"225,694 per person",2 hours,225694,per person
From Paris: Private Day Trip to Giverny and Auvers sur Oise,Private tour,0.0,"1,339,120 per group up to 8",9 hours,1339120,per group up to 8
Paris: Montmartre 2-Hour Walking Tour,Guided tour,4.5,"37,616 per person",2 hours,37616,per person
Paris: Special Dates Dinner Cruise,Water activity,3.1,"255,787 per person",2 hours,255787,per person
Paris: Eiffel Tower Self-Guided Audio Tour,Other experience,0.0,"12,478 per person",45 minutes,12478,per person
Paris: Bus Toqué Tour with 3-Course Dinner and Champagne,Guided tour,4.3,"150,463 per person",1.5 hours,150463,per person
Paris: Photoshoot at Montmartre,Private tour,4.7,"82,755 per group up to 1",30 - 45 minutes,82755,per group up to 1
Paris: Crêpes and Eiffel Tower Private Highlights Tour,Private tour,5.0,"157,986 per person",6 hours,157986,per person
Footsteps of the French Chef Tour,Guided tour,0.0,"161,296 per person",3 hours,161296,per person
French Wine Tasting Class with a Sommelier,Guided tour,0.0,"100,810 per person",2 hours,100810,per person
Paris: Evening Bike and Boat Tour,Bundle,4.7,"75,231 per person",4 hours,75231,per person
Paris: Private Dark Chocolate Tasting,Private tour,0.0,"263,310 per person",2 hours,263310,per person
Paris: Private Layover Tour,Private tour,5.0,"631,944 per group up to 4",4 hours,631944,per group up to 4
Paris: Private Professional Photo Shoot,Private tour,4.5,"344,560 per group up to 4",30 minutes,344560,per group up to 4
Paris: 7th Arrondissement Guided Food Tour,Guided tour,0.0,"103,819 per person",2 hours,103819,per person
Paris: Rodin Museum Visit,Private tour,5.0,"300,926 per person",2 hours,300926,per person
Paris: Paradox Museum Entrance Tickets,Entry ticket,0.0,"40,625 per person",1.5 hours,40625,per person
Paris: Latin Quarter Walking Tour with Wine Tastings,Guided tour,5.0,"142,940 per person",4.5 hours,142940,per person
Paris: Louvre Museum Ticket and Bus Tour with Audio guide,Bundle,5.0,"102,315 per person",1 day,102315,per person
Paris: 3-Hour Private Champs Élysées to Montmartre Tour,Private tour,4.8,"207,992 per person",3 hours,207992,per person
Private Wine and Chocolate Tasting Experience,Private tour,0.0,"239,236 per person",2 hours,239236,per person
"Paris: Guided Tour with Louvre Entry Ticket, Cruise & Drink",Day trip,0.0,"156,361 per person",6.5 hours,156361,per person
Inspiring Paris Walking Tour for Couples,Private tour,0.0,"886,226 per group up to 4",2 hours,886226,per group up to 4
New Year's Eve Seine Cruise and Dinner in Paris,Water activity,2.8,"526,620 per person",2.5 hours,526620,per person
Versailles: Skip-the-Line Entrance and Premium Lunch at Ore,Entry ticket,0.0,"185,069 per person",1 day,185069,per person
"Paris Bike Tour: Eiffel Tower, Place de la Concorde & More",Guided tour,4.7,"58,681 per person",3.5 hours,58681,per person
Paris: Explore Île de la Cité with a Local,Private tour,4.0,"155,994 per person",3 hours,155994,per person
Paris: City Treasure Hunt by Electric Scooter,Private tour,0.0,"88,773 per person",2.5 hours,88773,per person
Boutiques and Patisseries: Book a Local in Paris,Private tour,4.5,"142,995 per person",3 hours,142995,per person
Paris: Bar Crawl for Solo Travelers,Guided tour,0.0,"37,616 per person",2 hours,37616,per person
Paris: Private Photoshoot with 25 Edited Photos,Private tour,0.0,"443,866 per group up to 5",1 hour,443866,per group up to 5
"Drinking ""The New Paris"" Walking Tour with Lindsey Tramuta",Guided tour,5.0,"148,958 per person",3 hours,148958,per person
Private Day Tour to Loire Valley Castles & Wines from Paris,Private tour,4.5,"2,303,873 per group up to 1",1 day,2303873,per group up to 1
From Paris: Private Versailles Half-Day Private Tour,Private tour,0.0,"898,263 per person",5 hours,898263,per person
Tuileries Garden's Classic Sights: A Self-Guided Audio Tour,Other experience,0.0,"12,478 per person",1 hour,12478,per person
Parisian Deluxe Wine Tasting Experience,Workshop or class,4.0,"254,282 per person",2 hours,254282,per person
Paris: Food Bike Tour with a Guide,Guided tour,0.0,"58,681 per person",3.5 hours,58681,per person
Unexpected Paris - Marais disctrict: 2-Hour Private Tour,Private tour,3.8,"224,942 per person",2 hours,224942,per person
Fontainebleau Castle Half-Day Tour,Private tour,4.2,"1,059,259 per group up to 2",4.5 hours,1059259,per group up to 2
Paris: Montmartre Urban Adventure City Exploration Game,Other experience,0.0,"25,999 per person",3 hours,25999,per person
Explore Batignolles: Bohemian and Artsy Paris Tour,Private tour,0.0,"155,994 per person",3 hours,155994,per person
From Paris: Small-Group Tour of Loire Castles,Private tour,4.6,"3,611,109 per group up to 8",12 hours,3611109,per group up to 8
Instagrammable Paris: Snapshots of the City,Private tour,4.0,"103,996 per person",3 hours,103996,per person
Christmas Exploration of Paris Walking Tour,Private tour,0.0,"1,036,689 per group up to 4",2 hours,1036689,per group up to 4
Notre Dame Tour with a Small Group,Guided tour,4.9,"150,463 per person",1.5 hours,150463,per person
Paris : Outdoor Escape Game Robbery At The Casa,Other experience,0.0,"103,819 per group up to 6",3 hours,103819,per group up to 6
Paris: Bachelor Party Scavenger Hunt Mobile Game,Other experience,0.0,"103,819 per group up to 6",3 hours,103819,per group up to 6
Paris: 2.5-Hour Guided Vintage Car Tour and Wine Tasting,Guided tour,3.9,"194,097 per person",2.5 hours,194097,per person
Mont Saint-Michel & Chateaux Country 3-Day Tour from Paris,Multi-day trip,4.3,"978,009 per person",2.5 - 3 days,978009,per person
Paris: Aquarium Entry Ticket & Self-Guided Eiffel Tower Tour,Other experience,0.0,"41,287 per person",1 day,41287,per person
Paris: Murder Mystery City Exploration Game,Day trip,0.0,"57,020 per group up to 6",1 day,57020,per group up to 6
Versailles: Marie Antoinette's Trianon & Palace Guided Tour,Guided tour,0.0,"224,190 per person",2 hours,224190,per person
Paris: Parc Montsouris and 14th Arrondissement Audio Tour,Other experience,0.0,"11,090 per person",1.5 hours,11090,per person
Lifestyle Tour Around the Louvre,Guided tour,5.0,"132,407 per person",2.5 hours,132407,per person
Versailles Palace Tour with Food & Wine Tasting,Day trip,5.0,"269,329 per person",7 hours,269329,per person
Paris: Funlympics Eiffel Tower Edition,Guided tour,0.0,"58,681 per person",1 hour,58681,per person
Paris: Gastronomic Private Walking Tour with Food Tastings,Private tour,0.0,"355,092 per group up to 1",3 hours,355092,per group up to 1
"Paris: Private Tour, Seine Cruise & Eiffel Tower 2nd Floor",Bundle,4.1,"3,310,183 per group up to 7",4 hours,3310183,per group up to 7
Paris: Private Food Tour – 10 Tastings with Locals,Private tour,4.1,"257,292 per person",3 hours,257292,per person
Paris: Le Marais Semi Private Food Walking Tour,Guided tour,0.0,"209,143 per person",3 hours,209143,per person
Paris: Seine Cruise and Smartphone Audio Walking Tour,Bundle,4.2,"39,256 per person",2 hours,39256,per person
"Paris: Pastries, Cakes, and Sweets Guided Food Tour",Guided tour,0.0,"180,555 per person",3 hours,180555,per person
Paris Bike Tour: 3 Hours Along the River Seine,Guided tour,4.8,"63,194 per person",3 hours,63194,per person
Paris: Night Highlights Guided Walking Tour,Guided tour,0.0,"120,370 per person",2 hours,120370,per person
Paris: Famous Monuments Cycling Tour,Guided tour,4.9,"67,708 per person",3.5 hours,67708,per person
Paris: Montmartre Guided Walking Tour,Adventure,5.0,"52,662 per person",2.5 hours,52662,per person
Paris and the Art of Music: 2-Hour Walking Tour,Guided tour,5.0,"109,838 per person",2 hours,109838,per person
Bois de Vincennes Segway Tour,Guided tour,5.0,"88,773 per person",2.5 hours,88773,per person
Paris: Craft Beer Tasting Walking Tour,Other experience,0.0,"90,278 per person",1.5 hours,90278,per person
Paris: Funlympics Louvre Museum Edition,Guided tour,0.0,"58,681 per person",1 hour,58681,per person
Paris: Private Transfer from Charles de Gaulle Airport,Transfer,5.0,"203,125 per group up to 2",40 minutes,203125,per group up to 2
Paris: Montmartre Self-Guided Scavenger Hunt Walking Tour,Other experience,4.6,"13,905 per person",2 hours,13905,per person
Private Christmas tour by night Paris in Citroën 2CV,Private tour,4.8,"199,363 per person",1.5 hours,199363,per person
Parc Asterix: Private Transfer to and from Paris,Transfer,5.0,"159,461 per group up to 3",50 minutes,159461,per group up to 3
Paris: Small-Group Cheese and Wine Tasting in Le Marais,Guided tour,3.0,"135,417 per person",2 hours,135417,per person
Paris: Eiffel Tower and Notre Dame Night Tour by E-Bike,Guided tour,4.8,"148,958 per person",2 hours,148958,per person
Paris: Wine Tasting Experience with Sommelier,Guided tour,3.0,"94,792 per person",1.5 hours,94792,per person
Paris: 1-Way Private Transfer from Orly Airport,Transfer,4.5,"118,866 per group up to 3",1 minute,118866,per group up to 3
Paris: Curated Wine Tasting Experience,Other experience,0.0,"133,912 per person",2 hours,133912,per person
Louvre Masterpieces & Royal Palace Private Extended Tour,Private tour,4.8,"699,652 per group up to 2",3 hours,699652,per group up to 2
Paris: 1-hour Apéro Wine and Cheese Tasting,Guided tour,0.0,"97,801 per person",1 hour,97801,per person
Good Morning Paris: Breakfast at Market & City Tour,Guided tour,0.0,"194,097 per person",4 hours,194097,per person
Paris: Walking Tour of Artsy Batignolles,Private tour,0.0,"166,394 per person",3 hours,166394,per person
Paris: Full-Day Customized Private Walking Tour with a Local,Private tour,0.0,"653,009 per group up to 2",3.5 hours,653009,per group up to 2
Invader Hunt Street Art Tour,Guided tour,0.0,"60,185 per person",135 minutes,60185,per person
Paris: Private Tour to Montmartre with Eiffel Tower & Lunch,Private tour,5.0,"308,449 per person",7 hours,308449,per person
Versailles: Versailles Palace and Garden Private Guided Tour,Private tour,0.0,"413,021 per person",3 hours,413021,per person
World War I Battlefields & War Museum of Meaux Day Tour,Private tour,5.0,"2,082,406 per group up to 2",10 hours,2082406,per group up to 2
Paris: Le Marais Neighborhood Historical Guided Walk,Guided tour,0.0,"120,370 per person",2 hours,120370,per person
Paris : visite de Paris à bord de la Citroën DS,Private tour,0.0,"413,773 per group up to 4",2 - 3 hours,413773,per group up to 4
Palace of Versailles: Guided Louis XIV Hidden Palace Tour,Guided tour,0.0,"209,143 per person",3 hours,209143,per person
Paris Private Full Day Tour - Tickets to Louvre & Lunch,Private tour,5.0,"362,616 per person",7.5 hours,362616,per person
Paris: Marais + Covered Passages + Pigalle Walking Tours,Other experience,0.0,"40,610 per person",3 hours,40610,per person
From Paris: Versailles Guided Private Day Trip by Train,Private tour,0.0,"561,227 per person",5 hours,561227,per person
Paris: L'Oiseau Paradis Cabaret Show with Lunch and Drinks,Entry ticket,0.0,"210,648 per person",3.5 hours,210648,per person
Le Marais: Explore Old Paris with a Local Host,Private tour,4.0,"207,992 per person",3 hours,207992,per person
Paris: Bachelor(ette) Challenge City Exploration Game,Other experience,0.0,"22,569 per person",095 days,22569,per person
Paris: Segway Tour,Guided tour,5.0,"118,866 per person",2 hours,118866,per person
Paris: Belleville and Le Marais Private Walking Tour,Private tour,3.3,"130,903 per person",3 hours,130903,per person
Paris: The Mona Lisa Curse Outdoor Escape Game,Other experience,3.8,"12,022 per person",1.5 hours,12022,per person
Paris: E-Tricycle Guided Sightseeing Private Tour,Guided tour,5.0,"73,727 per person",1 hour,73727,per person
Invalides War Museum the World Wars Guided Tour,Guided tour,4.7,"189,794 per person",2 hours,189794,per person
Paris: Cooking Class with Ferrandi at Galeries Lafayette,Workshop or class,0.0,"195,602 per person",2 hours,195602,per person
Paris Champs-Élysées 2-Hour Private Walking Tour,Private tour,4.7,"225,694 per person",2 hours,225694,per person
Paris: Marais Walks Self-Guided Audio Tour,Other experience,3.2,"5,266 per person",2 hours,5266,per person
Paris: History of Crime Smartphone Audio Guide Walking Tour,Other experience,4.4,"13,527 per person",1 hour,13527,per person
Louvre and Musée d'Orsay with Reserved Entry Ticket,Bundle,5.0,"365,234 per person",5.5 hours,365234,per person
Paris: Breakfast Cruise on the Seine River,Water activity,0.0,"112,847 per person",1.5 hours,112847,per person
From Paris: Private Bruges Tour,Private tour,0.0,"1,272,916 per person",12 hours,1272916,per person
"Montmartre, Paris: The Locals' Favorite Arrondissement",Guided tour,4.7,"155,994 per person",3 hours,155994,per person
Artists in Paris: 3 Smartphone Audio Walking Tours,Other experience,5.0,"40,610 per person",3 hours,40610,per person
Paris 6-Hour Private Guided Walking Tour,Private tour,4.3,"376,157 per person",6 hours,376157,per person
Paris: Parisian Picnic Cruise with a Glass of Wine,Guided tour,0.0,"135,417 per person",1.5 hours,135417,per person
Paris Gourmet: Food Tour in South Montmartre,Guided tour,4.2,"164,005 per person",3 hours,164005,per person
Private Tour from Paris to Loire Castles & Michelin Lunch,Private tour,0.0,"2,139,612 per group up to 1",1 day,2139612,per group up to 1
Paris: Self-Guided Outdoor Escape Game and Tour,Other experience,3.8,"9,780 per person",365 days,9780,per person
Paris: Professional Photoshoot with 500+ Photos,Private tour,0.0,"255,787 per person",1 hour,255787,per person
Paris: Gourmet Food Tour & Skip-the-Line Louvre Guided Tour,Day trip,0.0,"207,187 per person",7 hours,207187,per person
Paris : Montmartre Audio Walking Tour and VR Experience,Other experience,0.0,"39,933 per person",2.5 hours,39933,per person
Paris: Luggage Delivery Service to Avignon & Aix en Provence,Transfer,0.0,"857,638 per person",1 day,857638,per person
Paris : Mission Anniversary Outdoor Game,Entry ticket,0.0,"58,681 per group up to 6",2.5 hours,58681,per group up to 6
Paris: City Exploration Game 'Peter Pan',Other experience,0.0,"37,601 per group up to 6",095 days,37601,per group up to 6
Paris: A Très Délicieux Food Tour in Charming Le Marais,Private tour,3.6,"259,990 per person",3 hours,259990,per person
Paris: Montmartre Private Guided Walking Tour,Private tour,0.0,"247,511 per person",2 hours,247511,per person
From Paris: Monet Impressionism Tour to Giverny by Minibus,Private tour,4.7,"1,805,555 per group up to 8",5 hours,1805555,per group up to 8
Marais Walking Tour: Lifestyle in Paris,Guided tour,5.0,"132,407 per person",2.5 hours,132407,per person
Paris: Funlympics Games in Montmartre,Guided tour,0.0,"58,681 per person",1 hour,58681,per person
Paris: The Alchemist City Exploration Smartphone Game,Other experience,0.0,"60,170 per group up to 6",095 days,60170,per group up to 6
Paris: Photography Class for Beginners,Private tour,0.0,"436,342 per group up to 1",3 hours,436342,per group up to 1
"Paris: City Tour Eiffel Tower, Musée d’Orsay & River Cruise",Bundle,4.9,"284,375 per person",9 hours,284375,per person
Paris Walking Tour: The Art of Seduction in Montmartre,Guided tour,0.0,"109,838 per person",2 hours,109838,per person
Paris: Museum of the Art and History of Judaism Entry Ticket,Private tour,0.0,"302,430 per person",2 - 6 hours,302430,per person
Paris: Private Bike Tour of Old Town and Top Attractions,Private tour,0.0,"327,407 per person",2 - 6 hours,327407,per person
The Best Paris Foodie Tour,Guided tour,4.0,"269,329 per person",2.5 hours,269329,per person
Paris: Guided Family Old Town Tour and Grévin Museum Ticket,Private tour,4.4,"264,815 per person",2 - 3.5 hours,264815,per person
"Paris: ""Live, Laugh, Love along the Seine"" City Game",Other experience,4.6,"10,517 per person",170 minutes,10517,per person
Paris: Covered Passages 2-Hour Scavenger Hunt,Private tour,3.0,"662,037 per group up to 4",2 hours,662037,per group up to 4
Paris: Skip-the-Line Private 2-Hour Louvre Tour,Private tour,4.8,"376,157 per person",2 hours,376157,per person
Private Wine and Cheese Tasting in Paris,Private tour,5.0,"233,217 per person",2 hours,233217,per person
Paris: Vintage Shops Guided Tour,Guided tour,5.0,"22,569 per person",1.5 hours,22569,per person
Paris: Bachelorette Party Scavenger Hunt Mobile Game,Other experience,0.0,"103,819 per group up to 6",2 hours,103819,per group up to 6
Paris: Outdoor Foxtrail Treasure Hunt Experience,Other experience,4.5,"43,634 per person",2 hours,43634,per person
Paris: Private Food Tour in St. Germain,Private tour,0.0,"278,356 per person",3 hours,278356,per person
Versailles: Palace Trip by Motorcycle with Sidecar,Private tour,5.0,"448,379 per person",3 - 7 hours,448379,per person
Paris: Private Skip-the-Lines Orsay and Louvre Museum Tour,Private tour,5.0,"534,143 per person",5 hours,534143,per person
Paris: Hotel de la Marine Visit & Seine River Cruise,Other experience,0.0,"46,643 per person",2.5 - 4 hours,46643,per person
"Paris Combo: Bike Tour, Seine Cruise & Eiffel Tower Ticket",Day trip,3.0,"164,005 per person",7 hours,164005,per person
Paris: Private Walking Tour with a Licensed Local Guide,Guided tour,5.0,"341,551 per person",3 hours,341551,per person
Paris Private Full-Day Tour from Le Havre - Shore Ex.,Private tour,0.0,"1,956,018 per group up to 7",11 hours,1956018,per group up to 7
From Disneyland Paris: Versailles and Paris Full-Day Tour,Other experience,0.0,"188,079 per person",1 day,188079,per person
Paris: Urban Art Murals Walking Tour with an Expert,Guided tour,5.0,"52,662 per person",135 minutes,52662,per person
Paris: Tour de France Bike Ride,Guided tour,0.0,"97,801 per person",2 hours,97801,per person
Paris: Street Art Walking Tour with a Street Artist Guide,Guided tour,0.0,"37,465 per person",1.5 hours,37465,per person
"Paris: Eiffel Tower, Gardens and Palaces Self Guided Tour",Other experience,3.0,"5,266 per person",365 days,5266,per person
Disneyland Paris: Bus Sightseeing Tour in Paris,Guided tour,4.0,"148,958 per person",1 day,148958,per person
Paris: 3-Hour Interactive History Walking Tour,Private tour,5.0,"646,990 per group up to 4",3 hours,646990,per group up to 4
Paris: Latin Quarter Historic Walking Tour,Guided tour,0.0,"120,370 per person",2 hours,120370,per person
Paris: Private Airport Transfer with Vintage Citroën DS 21,Transfer,0.0,"214,951 per group up to 4",1 hour,214951,per group up to 4
Paris: Round-Trip Coach Transfer from Paris to Disneyland,Transfer,3.6,"67,708 per person",1 hour,67708,per person
Paris: Treasures of the Marais Walking Tour,Guided tour,0.0,"73,727 per person",2 hours,73727,per person
